,Label,String,clean_text,encoded_label
617,Non-bullying,"""mba isyana udah cantik suaranya bagus kompeten pula, ah sukaaaa""",mba isyana sudah cantik suaranya bagus kompeten ah sukaaaa,1
618,Non-bullying,"""Ga Taulah aku juga suka banget sama gayanya isyan""",tidak taulah suka sekali gayanya isyan,1
619,Non-bullying,"""Kangen nonton konser isyan secara lgsg, meskipun msh bisa virtual, Cuma experience-nya lebih dapat aja gitu""",kangen nonton konser isyan langsung masih virtual experience nya saja begitu,1
620,Non-bullying,"""Congrats ka @isyanasarasvati, terus berkarya, makin sukses? dan terus mnjd inpirasi kita semua?""",congrats ka <USERNAME> berkarya sukses mnjd inpirasi,1
621,Non-bullying,"""Congrats kak, kamu memang pantes mendapatkannya""",congrats kak pantes mendapatkannya,1
622,Non-bullying,"""Saya berharap kak @isyanasarasvati panjang umur. Sehingga bisa jadi inspirasi untuk musisi seluruh Indonesia. Saya suka musik indonesia dengan adanya kak Isyana""",berharap kak <USERNAME> umur inspirasi musisi indonesia suka musik indonesia kak isyana,1
623,Non-bullying,"""Udah cantik, rada gesrek tapi ya ini banyak kelebihannya, semangat tetap produktif""",sudah cantik agak gesrek ya kelebihannya semangat produktif,1
624,Non-bullying,"""Gatau lagi, serasa nonton wtf beneran di jkt meski virtual and thankyouu for the performance kak syan! Selalu keren dan pecah! Tak pernah sekalipun mengecewakan""",gatau serasa nonton wtf benar jakarta virtual and thankyouu for the performance kak syan keren pecah mengecewakan,1
625,Non-bullying,"""Walaupun ga pernah lihat ka isyana live beneran di panggung. Tp aku terpesona bgt ama live virtual asli keren""",tidak lihat ka isyana live benar panggung tetapi terpesona sangat ama live virtual asli keren,1
626,Non-bullying,"""yash we the fest even virtual tapi tetep keren bgt kak syann huaaa energi nya dpt bgt""",yash we the fest even virtual tetap keren sangat kak syann huaaa energi nya dapat sangat,1
627,Non-bullying,"""Keren banget!!! walaupun sebentar tapi mantap abis! Ditunggu karya selanjutnya ya kak! Stay safe and healthy isyana ku""",keren sekali sebentar mantap habis ditunggu karya ya kak stay safe and healthy isyana aku,1
628,Non-bullying,"""makaseh jugaa kakaaa inyeeuuuu semoga aku bisa pantang menyerah seperti kakak dan teman musisi lainnya yaaa""",makaseh jugaa kakaaa inyeeuuuu semoga pantang menyerah kakak teman musisi yaaa,1
629,Non-bullying,"""Thank you juga, Syan! Seneng banget kemarin haha! Semoga setelah pandemi ini, semua rencana dilancarkan ya, Syan!""",thank you syan senang sekali kemarin haha semoga pandemi rencana dilancarkan ya syan,1
630,Non-bullying,"""hua seneng bgt kmrn walaupun Cuma 35 menitan tp seneng liat isyan, adaptasi kebiasaan baruku semoga bisa lebih teratur maemnya, ditunggu karya selanjutnya kaka""",hua senang sangat kemarin 35 menitan tetapi senang liat isyan adaptasi kebiasaan baruku semoga teratur maemnya ditunggu karya kaka,1
631,Non-bullying,"""senang akhirnya indonesia bisa mempunyai musisi idealis berkualitas tinggi yg masih bisa terus berkarya & diapresiasi oleh banyak orang?""",senang indonesia musisi idealis berkualitas yang berkarya diapresiasi orang,1
632,Non-bullying,"""Berharap bisa menghadirkan musisi dgn genre yang lain dr yg sudah ada di industri? biar musik Indonesia lebih berwarna""",berharap menghadirkan musisi dengan genre dari yang industri biar musik indonesia berwarna,1
633,Non-bullying,"""congrats kak isyan semoga semua impian-impian baiknya segera bisa terwujud aamiin""",congrats kak isyan semoga impian impian baiknya terwujud aamiin,1
634,Non-bullying,"""Bener bener idola, dr musisi yang dipandang sebelah mata sampe buat label musik sendiri, congrats syan""",benar benar idola dari musisi dipandang sebelah mata sampai label musik congrats syan,1
635,Non-bullying,"""CONGRATS KAK ISYAN semoga karya nya apa yg dilakukan kakak sukses teruss""",congrats kak isyan semoga karya nya yang kakak sukses teruss,1
636,Bullying,"""ORANG INI TERLIHAT SANGAT SANGAT STRES DAN GILA""",orang stres gila,0
637,Bullying,"""Gua kalai jadi tuhan gaakan gua jadiin dia ini manusia, lebih pante ga hidup ini orang di dunia, akhlaknya gaada tolol bangsat""",saya kalai tuhan gaakan saya jadi manusia pante tidak hidup orang dunia akhlaknya tidak ada tolol bangsat,0
638,Non-bullying,"""Biasa nya aq nangis kalo lagu nya seiihh, kalo sekarang nangis karna saking bagus nya lagu nya""",nya saya nangis kalau lagu nya seiihh kalau nangis karena saking bagus nya lagu nya,1
639,Non-bullying,"""definisi minat ketemu bakat ketemu kerja keras""",definisi minat ketemu bakat ketemu kerja keras,1
640,Non-bullying,"""@vnagstn astaga si isyana keren banget ini; bisa ada musisi lokal yang selera musiknya kayak gini""",<USERNAME> astaga si isyana keren sekali musisi lokal selera musiknya mirip gini,1
641,Non-bullying,"""MashaAllah? udh cantik, pinter, jago nyanyi dn mainin alat musik pula neng @isyanasarasvati ngefans bener ini mah""",mashaallah sudah cantik pintar jago nyanyi dan mainin alat musik neng <USERNAME> ngefans benar mah,1
642,Non-bullying,"""Gilaaaa.. gila.. gilaaaa Tangan, kaki, ekspresi, n emosi tertuang adi suatu karya yg fantastis""",gilaaaa gila gilaaaa tangan kaki ekspresi n emosi tertuang adi karya yang fantastis,1
643,Non-bullying,"""Gosh, tiap kali lihat isyana mainin alat musik kaya lihat jiwanya beda. Merinding gila. Kaya kepribadiannya jadi serius bangett""",gosh kali lihat isyana mainin alat musik kaya lihat jiwanya beda merinding gila kaya kepribadiannya serius sangat,1
644,Non-bullying,"""Sumpah demi allah bagus bangett kereennn merinding ak nya.. dengerin sampe abis tiba2 aja ampe netesin air mata""",sumpah allah bagus sangat kereennn merinding aku nya dengerin sampai habis tiba2 saja sampai netesin air mata,1
645,Non-bullying,"""aku memutuskan untuk menjadi fans isyana. gila keren banget ya, otak mereka berdua bisa berfungsi dg menjalankan perintah ke tangan dan kaki, di waktu bersamaan""",memutuskan fans isyana gila keren sekali ya otak berdua berfungsi dengan menjalankan perintah tangan kaki bersamaan,1
646,Non-bullying,"""AMZING ISYANAA!! Jujur aku amazed banget dengan skill dan minat Isyana dalam bermusik. Ga Cuma bernyanyi tapi main alat musik pun jago banget""",amzing isyanaa jujur amazed sekali skill minat isyana bermusik tidak bernyanyi main alat musik jago sekali,1
647,Non-bullying,"""paling ngiri liat orang keren maen alat musik dan dalem banget nikmatin permainan sendiri""",ngiri liat orang keren main alat musik dalam sekali nikmatin permainan,1
648,Non-bullying,"""Sampe ga bisa berkata2 lagi buat isyana, sangat2 sempurna org ini""",sampai tidak berkata2 isyana sangat2 sempurna orang,1
649,Non-bullying,"""Inimah bukan main alat musik lagi. Olahraga jari dan kaki ini mah""",inimah main alat musik olahraga jari kaki mah,1
